"Name","DOI","pdf_link"
"PREMASUDHA BG 2017 NA","10.1007/978-981-10-1678-3\_72","http://link.springer.com/content/pdf/10.1007/978-981-10-1678-3_72"
"SHEORAN PARVENDER 2017 COMMUN. SOIL SCI. PLANT ANAL.","10.1080/00103624.2017.1298788","https://www.tandfonline.com/doi/pdf/10.1080/00103624.2017.1298788"
"SUBEDI RAGHUNATH 2017 ITAL. J. AGRON.","10.4081/IJA.2017.794","http://agronomy.it/index.php/agro/article/viewFile/794/872"
"LUPATINI MANOELI 2017 FRONT. MICROBIOL.","10.3389/FMICB.2016.02064","http://journal.frontiersin.org/article/10.3389/fmicb.2016.02064/full"
"MARTINEZ-TOLEDO ANGELES 2017 J. SOILS SEDIMENTS","10.1007/S11368-016-1529-8","http://link.springer.com/content/pdf/10.1007/s11368-016-1529-8.pdf"
"KAYE JASONP 2017 AGRON. SUSTAIN. DEV.","10.1007/S13593-016-0410-X","http://link.springer.com/content/pdf/10.1007/s13593-016-0410-x.pdf"
"NARDI SERENELLA 2017 J. PLANT NUTR. SOIL SCI.","10.1002/JPLN.201600348","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjpln.201600348"
"THUNDERS MICHELLE 2017 BIOL. RES.","10.1186/S40659-017-0114-Y","http://link.springer.com/content/pdf/10.1186/s40659-017-0114-y.pdf"
"RHODES CHRISTOPHERJ 2017 SCI. PROG.","10.3184/003685017X14876775256165","http://www.ingentaconnect.com/content/stl/sciprg/2017/00000100/00000001/art00006"
"HUSSAIN MUBSHAR 2017 J. SOILS SEDIMENTS","10.1007/S11368-016-1360-2","http://link.springer.com/content/pdf/10.1007/s11368-016-1360-2.pdf"
"KARLEN DOUGLASL 2017 J. SOIL WATER CONSERV.","10.2489/JSWC.72.2.26A","https://syndication.highwire.org/content/doi/10.2489/jswc.72.2.26A"
"DOTANIYA ML 2017 AGRIC. RES.","10.1007/S40003-016-0242-6","http://link.springer.com/content/pdf/10.1007/s40003-016-0242-6.pdf"
"ALAM MDKHAIRUL 2017 J. AGRIC. SCI.","10.1017/S0021859616000265","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0021859616000265"
"OBRYCKI JOHNF 2017 J. ENVIRON. QUAL.","10.2134/JEQ2016.07.0275","https://dl.sciencesocieties.org/publications/jeq/pdfs/46/2/420"
"TANVEER MOHSIN 2017 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-017-8371-4","http://link.springer.com/content/pdf/10.1007/s11356-017-8371-4.pdf"
"SEKER CEVDET 2017 ENVIRON. MONIT. ASSESS.","10.1007/S10661-017-5848-Z","http://link.springer.com/content/pdf/10.1007/s10661-017-5848-z.pdf"
"SHAH ADNANNOOR 2017 ENVIRON. SCI. POLLUT. RES.","10.1007/S11356-017-8421-Y","http://link.springer.com/content/pdf/10.1007/s11356-017-8421-y.pdf"
"DASH NALINAXYAPRASAD 2017 J. APPL. PHYCOL.","10.1007/S10811-016-0998-X","http://link.springer.com/content/pdf/10.1007/s10811-016-0998-x.pdf"
"DELCARMENCUEVAS-DIAZ MARIA 2017 WATER AIR SOIL POLLUT.","10.1007/S11270-017-3336-2","http://link.springer.com/content/pdf/10.1007/s11270-017-3336-2.pdf"
"OZORES-HAMPTON MONICA 2017 HORTTECHNOLOGY","10.21273/HORTTECH03355-16","https://syndication.highwire.org/content/doi/10.21273/HORTTECH03355-16"
"NAWAZ AHMAD 2017 LAND DEGRAD. DEV.","10.1002/LDR.2578","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fldr.2578"
"ROMANO EMILYL 2017 SOIL SCI.","10.1097/SS.0000000000000205","http://Insights.ovid.com/crossref?an=00010694-201704000-00003"
"RAHMAN MDM 2017 FRONT. PLANT SCI.","10.3389/FPLS.2017.00155","http://journal.frontiersin.org/article/10.3389/fpls.2017.00155/full"
"LI SHILI 2017 FRONT. MICROBIOL.","10.3389/FMICB.2017.00703","http://journal.frontiersin.org/article/10.3389/fmicb.2017.00703/full"
"DIXON GR 2017 J. AGRIC. SCI.","10.1017/S0021859616000800","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0021859616000800"
"NABTI E 2017 INT. J. ENVIRON. SCI. TECHNOL.","10.1007/S13762-016-1202-1","http://link.springer.com/content/pdf/10.1007/s13762-016-1202-1.pdf"
"CAFFE-TREML M 2017 J. PLANT REGIST.","10.3198/JPR2016.10.0056CRC","https://dl.sciencesocieties.org/publications/jpr/pdfs/11/2/95"
"RORICK JD 2017 J. SOIL WATER CONSERV.","10.2489/JSWC.72.3.260","https://syndication.highwire.org/content/doi/10.2489/jswc.72.3.260"
"CASSEL FLORENCE 2017 WATER AIR SOIL POLLUT.","10.1007/S11270-017-3369-6","http://link.springer.com/content/pdf/10.1007/s11270-017-3369-6.pdf"
"KHATI PRIYANKA 2017 CLEAN-SOIL AIR WATER","10.1002/CLEN.201600458","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fclen.201600458"
"ASHWORTH AMANDAJ 2017 AGRON. J.","10.2134/AGRONJ2016.04.0224","https://dl.sciencesocieties.org/publications/aj/pdfs/109/3/938"
"KHALSA SATDARSHANS 2017 J. ENVIRON. QUAL.","10.2134/JEQ2016.11.0456","https://dl.sciencesocieties.org/publications/jeq/pdfs/46/3/649"
"KHATI PRIYANKA 2017 3 BIOTECH","10.1007/S13205-017-0668-Y","http://link.springer.com/content/pdf/10.1007/s13205-017-0668-y.pdf"
"ELDRIDGE DAVIDJ 2017 J. APPL. ECOL.","10.1111/1365-2664.12834","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1365-2664.12834"
"SIHI DEBJANI 2017 J. PLANT NUTR. SOIL SCI.","10.1002/JPLN.201700128","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjpln.201700128"
"AHAMD MAQSHOOF 2017 ENVIRON. MONIT. ASSESS.","10.1007/S10661-017-5994-3","http://link.springer.com/content/pdf/10.1007/s10661-017-5994-3.pdf"
"NAIK SUSHANTAKUMAR 2017 AGROFOR. SYST.","10.1007/S10457-016-9957-4","http://link.springer.com/content/pdf/10.1007/s10457-016-9957-4.pdf"
"MITZEL MICHAELR 2017 ENVIRON.-SCI. NANO","10.1039/C7EN00233E","http://pubs.rsc.org/en/content/articlepdf/2017/EN/C7EN00233E"
"WOOD M 2017 SOIL USE MANAGE.","10.1111/SUM.12344","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fsum.12344"
"SAPKOTA TEKB 2017 SUSTAINABILITY","10.3390/SU9061044","http://www.mdpi.com/2071-1050/9/6/1044/pdf"
"SHRESTHA HIML 2017 ENVIRONMENTS","10.3390/ENVIRONMENTS4020029","http://www.mdpi.com/2076-3298/4/2/29/pdf"
"DANGI SADIKSHYAR 2017 AGRONOMY-BASEL","10.3390/AGRONOMY7020037","http://www.mdpi.com/2073-4395/7/2/37/pdf"
"ALI AMJAD 2017 SCI REP","10.1038/S41598-017-03045-9","http://www.nature.com/articles/s41598-017-03045-9.pdf"
"ACOSTA-MARTINEZ V 2017 BIOL. FERTIL. SOILS","10.1007/S00374-017-1192-2","http://link.springer.com/content/pdf/10.1007/s00374-017-1192-2.pdf"
"WU JINPING 2017 WORLD J. MICROBIOL. BIOTECHNOL.","10.1007/S11274-017-2287-5","http://link.springer.com/content/pdf/10.1007/s11274-017-2287-5.pdf"
"FINNEY DM 2017 J. SOIL WATER CONSERV.","10.2489/JSWC.72.4.361","https://syndication.highwire.org/content/doi/10.2489/jswc.72.4.361"
"LEEZHAOLEI  2017 SCI REP","10.1038/S41598-017-04997-8","http://www.nature.com/articles/s41598-017-04997-8.pdf"
"JOHN CJIMTHA 2017 3 BIOTECH","10.1007/S13205-017-0887-2","http://link.springer.com/content/pdf/10.1007/s13205-017-0887-2.pdf"
"MEYER-WOLFARTH FRIEDERIKE 2017 MYCOTOXIN RES.","10.1007/S12550-017-0282-1","http://link.springer.com/content/pdf/10.1007/s12550-017-0282-1.pdf"
